Matricula,VIN,Año,Fabricante,Modelo,Categoria,DNI_Propietario
HU-7978-HN,WVWJNSX20LACMMGWX,1990,Volkswagen,Passat,sedán,93922106-L
Z-8565-IZ,WVWZAWMX9L801UKTN,1990,Volkswagen,Golf,descapotable,93922106-L
7437 MYW,UU1J388NHSJLVD70A,2025,Dacia,Sandero,urbanos,40888448-Z
3305 LKF,VSSXD75Z8LJXWJ4N3,2020,SEAT,Ibiza,deportivo,40888448-Z
6430 KZY,WBA6PCF90K167D42N,2019,BMW,Serie 1,deportivo,40888448-Z
4824 HCR,JMBM0VL6EB12H33LK,2011,Mitsubishi,ASX,SUV,60884218-K
1338 GNY,WBA02AAKL9HE0S5KC,2009,BMW,Serie 3,deportivo,60884218-K
ZA-3828-UI,WVW7CV49LS8X6Z0FY,1995,Volkswagen,Golf,deportivo,60884218-K
4997 BGF,WF0H332P51J8XF7CN,2001,Ford,Focus,compacto,19426332-A
6104 BPG,W0LKM6EJV1RZPTJFM,2001,Opel,Corsa,urbanos,19426332-A
8081 FCJ,JMZ38NC7G60M2KNB6,2006,Mazda,Mazda 3,deportivo,19426332-A
BU-3486-PO,WVW2C5C2HTY0XUXAH,1996,Volkswagen,Polo,urbanos,17102123-J
TE-4397-BK,WVWE5HCR2M0XCHAKL,1991,Volkswagen,Passat,sedán,89008389-E
6420 NCJ,VSSD6VYCJS97U8LLH,2025,SEAT,Ateca,SUV,89008389-E
5260 JZP,WBAJRU3VWHA1P2Z4D,2017,BMW,X3,SUV,89008389-E
CU-3740-GR,SJNGBEN29N5XXXPH5,1992,Nissan,Micra,urbanos,57913532-S
9882 CDC,YV168XTXZ215RFVJL,2002,Volvo,V40,compacto,57913532-S
9221 CFM,WF0D72K4C3GAZC9R0,2003,Ford,Mondeo,berlina,57913532-S
3128 LLJ,VF3UV29LTLL0N007F,2020,Peugeot,3008,SUV,51330392-G
4850 HCR,ZFAKXBDL6BWF8NV23,2011,Fiat,Panda,urbanos,18660575-P
M-2998-RZ,ZFAHCEXPMNGS853WE,1992,Fiat,Panda,urbanos,18660575-P
2263 DPK,SB12UR6VZ5G1UVA45,2005,Toyota,Yaris,urbanos,18660575-P
GC-8232-IF,W0LRA41CPVMFZ1SH9,1997,Opel,Corsa,urbanos,50068089-X
7693 KDK,WDB8K6LCVHA03R9Z5,2017,Mercedes-Benz,Clase A,compacto,71057501-J
9905 LGH,ZFA3M1SWPLXH4SDXH,2020,Fiat,500,deportivo,71057501-J
GU-2596-VJ,WVWVFHJRUTMR258YZ,1996,Volkswagen,Polo,deportivo,71057501-J
AL-6506-MW,SB1N498RVLYT7R30T,1990,Toyota,Corolla,sedán,53523513-Y
BA-6778-LW,SB1AVHL9XLXCJHURF,1990,Toyota,Corolla,sedán,53523513-Y
9623 BFJ,WF01M44SN1MHWD49X,2001,Ford,Mondeo,sedán,53523513-Y
4669 DPK,SB1BTVFGA5SU6FKXY,2005,Toyota,Yaris,urbanos,23440263-C
TF-5365-LV,ZFAR7J6BJMXYNNVCH,1991,Fiat,Panda,urbanos,78738081-L
